[-0.52729063 -0.00097966]
[-0.5176295   0.00820165]
[-0.50947262  0.00815688]
[-0.50142165  0.00805097]
[-0.49453689  0.00688476]
[-0.48886982  0.00566707]
[-0.48246274  0.00640708]
[-0.4753634   0.00709934]
[-0.46862457  0.00673883]
[-0.46229617  0.00632839]
[-0.45542496  0.00687121]
[-0.44806149  0.00736347]
[-0.44025972  0.00780177]
[-0.4320765   0.00818322]
[-0.4235711  0.0085054]
[-0.4168047  0.0067664]
[-0.41182563  0.00497907]
[-0.40766923  0.0041564 ]
[-0.40436489  0.00330435]
[-0.40093584  0.00342904]
[-0.39740615  0.00352969]
[-0.39380046  0.00360569]
[-0.39014383  0.00365662]
[-0.3874616   0.00268224]
[-0.38577224  0.00168936]
[-3.86087377e-01 -3.15138474e-04]
[-0.38840485 -0.00231747]
[-0.3927087  -0.00430385]
[-0.39796919 -0.00526049]
[-0.40414976 -0.00618057]
[-0.41120715 -0.00705738]
[-0.41809159 -0.00688444]
[-0.42475418 -0.0066626 ]
[-0.4331473  -0.00839312]
[-0.44321051 -0.01006321]
[-0.4538708  -0.01066029]
[-0.46605024 -0.01217945]
[-0.47965916 -0.01360892]
[-0.49459667 -0.01493751]
[-0.50975143 -0.01515475]
[-0.52501001 -0.01525858]
[-0.539258   -0.01424799]
[-0.5523886  -0.01313059]
[-0.56630353 -0.01391494]
[-0.58089906 -0.01459553]
[-0.59606695 -0.01516789]
[-0.6106956  -0.01462865]
[-0.62467843 -0.01398283]
[-0.63691473 -0.0122363 ]
[-0.64731743 -0.0104027 ]
[-0.6578134  -0.01049597]
[-0.66832975 -0.01051634]
[-0.67779439 -0.00946465]
[-0.68614337 -0.00834898]
[-0.69232102 -0.00617764]
[-0.69828659 -0.00596557]
[-0.70400115 -0.00571457]
[-0.70742779 -0.00342664]
[-0.70854454 -0.00111675]
[-0.70734428  0.00120026]
[-0.70483467  0.00250961]
[-0.70103177  0.00380289]
[-0.69596009  0.00507168]
[-0.69065254  0.00530755]
[-0.68514387  0.00550866]
[-0.6774705   0.00767338]
[-0.66768363  0.00978686]
[-0.65584947  0.01183416]
[-0.64304925  0.01280022]
[-0.6293722   0.01367705]
[-0.61591509  0.01345711]
[-0.60277443  0.01314066]
[-0.58804552  0.01472891]
[-0.57183627  0.01620925]
[-0.55426649  0.01756977]
[-0.53746703  0.01679946]
[-0.52156359  0.01590344]
[-0.50467542  0.01688818]
[-0.48792909  0.01674633]
[-0.47144977  0.01647931]
[-0.45435998  0.01708979]
[-0.43678576  0.01757423]
[-0.42085529  0.01593046]
[-0.40668326  0.01417203]
[-0.39237023  0.01431303]
[-0.37801618  0.01435405]
[-0.36471962  0.01329656]
[-0.35257004  0.01214958]
[-0.34264764  0.0099224 ]
[-0.33501669  0.00763095]
[-0.32772585  0.00729084]
[-0.32082097  0.00690488]
[-0.31534483  0.00547613]
[-0.31133096  0.00401387]
[-0.30880366  0.0025273 ]
[-0.30677813  0.00202553]
[-0.30526648  0.00151165]
[-0.30627772 -0.00101124]
[-0.30980584 -0.00352811]
[-0.3158297  -0.00602387]
[-0.32231288 -0.00648318]
[-0.32921561 -0.00690273]
[-0.33849498 -0.00927937]
[-0.35009237 -0.01159739]
[-0.36393308 -0.01384072]
[-0.37892602 -0.01499294]
[-0.39397026 -0.01504424]
[-0.40896239 -0.01499213]
[-0.42379745 -0.01483506]
[-0.43936988 -0.01557243]
[-0.45656733 -0.01719745]
[-0.47526414 -0.0186968 ]
[-0.49432218 -0.01905804]
[-0.51359952 -0.01927734]
[-0.53195184 -0.01835232]
[-0.54924152 -0.01728968]
[-0.56733907 -0.01809755]
[-0.5861095  -0.01877044]
[-0.60441385 -0.01830435]
[-0.62211801 -0.01770416]
[-0.64009398 -0.01797597]
[-0.65821392 -0.01811994]
[-0.67435146 -0.01613754]
[-0.68839651 -0.01404505]
[-0.70125532 -0.0128588 ]
[-0.71284389 -0.01158857]
[-0.72408815 -0.01124426]
[-0.73491778 -0.01082963]
[-0.74526656 -0.01034878]
[-0.75307269 -0.00780613]
[-0.75829052 -0.00521783]
[-0.76189003 -0.00359951]
[-0.76385073 -0.0019607 ]
[-0.76516155 -0.00131082]
[-7.65815121e-01 -6.53565950e-04]
[-7.65807765e-01  7.35615667e-06]
[-0.76313953  0.00266824]
[-0.75782542  0.00531411]
[-0.75089565  0.00692977]
[-0.74239022  0.00850543]
[-0.73335918  0.00903105]
[-0.72185672  0.01150246]
[-0.70795346  0.01390326]
[-0.69173696  0.0162165 ]
[-0.67431222  0.01742474]
[-0.65579525  0.01851697]
[-0.63531259  0.02048266]
[-0.61300768  0.02230491]
[-0.59104021  0.02196747]
[-0.56857038  0.02246983]
[-0.54576428  0.0228061 ]
[-0.52179206  0.02397222]
[-0.49683339  0.02495867]
[-0.47107525  0.02575814]
[-0.4447094   0.02636584]
[-0.41892972  0.02577968]
[-0.39492222  0.0240075 ]
[-0.372856    0.02206622]
[-0.35188221  0.02097379]
[-0.33114008  0.02074213]
[-0.31076252  0.02037756]
[-0.29187496  0.01888756]
[-0.27558868  0.01628627]
[-0.26199556  0.01359312]
[-0.25016916  0.0118264 ]
[-0.24017112  0.00999804]
[-0.23205175  0.00811937]
[-0.22685066  0.00520109]
[-0.22459263  0.00225803]
[-0.22328828  0.00130435]
[-0.2229437   0.00034459]
[-0.22456048 -0.00161678]
[-0.22813108 -0.00357061]
[-0.2336387  -0.00550761]
[-0.24205694 -0.00841824]
[-0.25334449 -0.01128755]
[-0.26644407 -0.01309958]
[-0.28128661 -0.01484255]
[-0.29879062 -0.017504  ]
[-0.31885574 -0.02006512]
[-0.33936169 -0.02050595]
[-0.36018013 -0.02081844]
[-0.38317569 -0.02299557]
[-0.40819356 -0.02501786]
[-0.43405977 -0.02586622]
[-0.46158949 -0.02752971]
[-0.48858159 -0.0269921 ]
[-0.51483584 -0.02625425]
[-0.5421558  -0.02731996]
[-0.57033666 -0.02818086]
[-0.59816813 -0.02783147]
[-0.62444499 -0.02627685]
[-0.64897698 -0.02453199]
[-0.67259065 -0.02361367]
[-0.69512372 -0.02253307]
[-0.71742638 -0.02230266]
[-0.73735589 -0.0199295 ]
[-0.75478985 -0.01743396]
[-0.77062559 -0.01583574]
[-0.78577362 -0.01514803]
[-0.80015189 -0.01437827]
[-0.81268591 -0.01253402]
[-0.82331353 -0.01062762]
[-0.83098416 -0.00767063]
[-0.83566253 -0.00467837]
[-0.83732763 -0.0016651 ]
[-8.37972085e-01 -6.44457836e-04]
[-8.37593057e-01  3.79027821e-04]
[-0.83519221  0.00240084]
[-0.8307802   0.00441201]
[-0.82337685  0.00740335]
[-0.81301621  0.01036064]
[-0.80174757  0.01126864]
[-0.78962662  0.01212095]
[-0.77671562  0.012911  ]
[-0.76108349  0.01563213]
[-0.74281713  0.01826636]
[-0.72202262  0.02079452]
[-0.69882627  0.02319635]
[-0.67437541  0.02445086]
[-0.6498319   0.02454351]
[-0.6253641   0.02446779]
[-0.60014487  0.02521923]
[-0.57335657  0.0267883 ]
[-0.54519648  0.0281601 ]
[-0.51787451  0.02732197]
[-0.49159548  0.02627904]
[-0.4655561   0.02603938]
[-0.43894984  0.02660626]
[-0.41197165  0.02697819]
[-0.3848151   0.02715655]
[-0.35766962  0.02714548]
[-0.33271785  0.02495178]
[-0.31012071  0.02259714]
[-0.28801743  0.02210328]
[-0.26653755  0.02147988]
[-0.24580014  0.02073741]
[-0.22691327  0.01888687]
[-0.21096917  0.0159441 ]
[-0.19804085  0.01292832]
[-0.18618413  0.01185672]
[-0.17544747  0.01073666]
[-0.16687243  0.00857504]
[-0.16049061  0.00638182]
[-0.15732457  0.00316604]
[-1.57385217e-01 -6.06460711e-05]
[-0.15867234 -0.00128712]
[-0.16118153 -0.00250919]
[-0.1659041  -0.00472257]
[-0.17282336 -0.00691926]
[-0.18191407 -0.00909071]
[-0.19214163 -0.01022756]
[-0.20346524 -0.01132361]
[-0.2178374  -0.01437216]
[-0.23519444 -0.01735704]
[-0.25445457 -0.01926013]
[-0.27552098 -0.02106641]
[-0.29828091 -0.02275993]
[-0.32260495 -0.02432404]
[-0.34934673 -0.02674179]
[-0.3783367  -0.02898996]
[-0.40738197 -0.02904527]
[-0.43628131 -0.02889935]
[-0.46682808 -0.03054676]
[-0.49779857 -0.03097049]
[-0.52896236 -0.0311638 ]
[-0.56008593 -0.03112357]
[-0.5919364  -0.03185046]
[-0.62427791 -0.03234151]
[-0.65487576 -0.03059785]
[-0.68351429 -0.02863853]
[-0.71199893 -0.02848464]
[-0.7401446  -0.02814568]
[-0.76677804 -0.02663343]
[-0.79074516 -0.02396712]
[-0.81191638 -0.02117123]
[-0.83218495 -0.02026856]
[-0.85145582 -0.01927087]
[-0.86764549 -0.01618967]
[-0.88068916 -0.01304367]
[-0.89253831 -0.01184915]
[-0.90315175 -0.01061345]
[-0.91149502 -0.00834327]
[-0.91754261 -0.00604759]
[-0.92227695 -0.00473434]
[-0.92568479 -0.00340785]
[-9.25756922e-01 -7.21273121e-05]
[-0.92249314  0.00326379]
[-0.91690227  0.00559087]
[-0.90899997  0.0079023 ]
[-0.89980947  0.0091905 ]
[-0.88935941  0.01045007]
[-0.87668441  0.01267499]
[-0.86182944  0.01485497]
[-0.84385117  0.01797827]
[-0.82382383  0.02002733]
[-0.80183713  0.0219867 ]
[-0.77699767  0.02483946]
[-0.74943555  0.02756212]
[-0.72030629  0.02912926]
[-0.68978587  0.03052042]
[-0.65807005  0.03171582]
[-0.62437282  0.03369723]
[-0.58893125  0.03544157]
[-0.55300282  0.03592843]
[-0.51685414  0.03614868]
[-0.48175605  0.0350981 ]
[-0.44797095  0.0337851 ]
[-0.41374821  0.03422274]
[-0.37933451  0.0344137 ]
[-0.34596933  0.03336518]
[-0.31387421  0.03209512]
[-0.28425029  0.02962393]
[-0.25727115  0.02697914]
[-0.23308362  0.02418752]
[-0.20980941  0.02327421]
[-0.18855611  0.0212533 ]
[-0.16941338  0.01914273]
[-0.15145466  0.01795872]
[-0.1347423   0.01671237]
[-0.12132844  0.01341385]
[-0.11125081  0.01007764]
[-0.10453522  0.00671559]
[-0.1001977   0.00433752]
[-0.09824808  0.00194962]
[-0.09969065 -0.00144257]
[-0.10452225 -0.0048316 ]
[-0.11073195 -0.0062097 ]
[-0.11930497 -0.00857302]
[-0.13021956 -0.01091459]
[-0.1444458  -0.01422624]
[-0.16194096 -0.01749516]
[-0.18064685 -0.01870589]
[-0.20049452 -0.01984766]
[-0.22140342 -0.02090891]
[-0.24528084 -0.02387742]
[-0.27201142 -0.02673058]
[-0.30045479 -0.02844337]
[-0.3304495  -0.02999472]
[-0.36081313 -0.03036362]
[-0.39134969 -0.03053656]
[-0.42385231 -0.03250261]
[-0.4580919 -0.0342396]
[-0.49381965 -0.03572774]
[-0.52877044 -0.03495079]
[-0.56268244 -0.033912  ]
[-0.59630199 -0.03361955]
[-0.62938057 -0.03307859]
[-0.66067904 -0.03129847]
[-0.69097815 -0.0302991 ]
[-0.720074   -0.02909585]
[-0.74878014 -0.02870614]
[-0.77692298 -0.02814284]
[-0.80234357 -0.02542058]
[-0.82490884 -0.02256527]
[-0.8455097  -0.02060086]
[-0.8640544 -0.0185447]
[-0.88046704 -0.01641264]
[-0.89368596 -0.01321892]
[-0.90366534 -0.00997938]
[-0.91237292 -0.00870759]
[-0.91978223 -0.00740931]
[-0.92387197 -0.00408974]
[-9.24630872e-01 -7.58899274e-04]
[-0.92305688  0.00157399]
[-0.91815427  0.00490261]
[-0.90993666  0.00821761]
[-0.89842803  0.01150863]
[-0.88566429  0.01276374]
[-0.87168839  0.0139759 ]
[-0.8545511   0.01713729]
[-0.83431984  0.02023127]
[-0.81308129  0.02123854]
[-0.79093443  0.02214686]
[-0.76799069  0.02294374]
[-0.74437386  0.02361683]
[-0.71821965  0.02615421]
[-0.68968732  0.02853233]
[-0.65896023  0.03072709]
[-0.6282456   0.03071463]
[-0.59775895  0.03048665]
[-0.56672068  0.03103827]
[-0.53435989  0.03236079]
[-0.50091841  0.03344148]
[-0.4666469   0.03427151]
[-0.43280045  0.03384645]
[-0.3996266   0.03317385]
[-0.36836126  0.03126535]
[-0.33721856  0.0311427 ]
[-0.30640201  0.03081655]
[-0.27710159  0.02930042]
[-0.24948595  0.02761564]
[-0.22470215  0.02478379]
[-0.20287152  0.02183063]
[-0.18409199  0.01877953]
[-0.1674408  0.0166512]
[-0.15198077  0.01546003]
[-0.13776535  0.01421541]
[-0.12483944  0.01292591]
[-0.11424025  0.0105992 ]
[-0.10599566  0.00824459]
[-0.09912573  0.00686992]
[-0.09364608  0.00547965]
[-0.08956842  0.00407766]
[-0.08890105  0.00066737]
[-0.09164529 -0.00274424]
[-0.09679563 -0.00515035]
[-0.10434131 -0.00754568]
[-0.1132655 -0.0089242]
[-0.12354676 -0.01028125]
[-0.13615825 -0.01261149]
[-0.15106406 -0.01490581]
[-0.1692175  -0.01815344]
[-0.19055567 -0.02133817]
[-0.21399633 -0.02344067]
[-0.23943926 -0.02544293]
[-0.26576448 -0.02632522]
[-0.29483631 -0.02907183]
[-0.32649232 -0.031656  ]
[-0.35954196 -0.03304965]
[-0.39377296 -0.034231  ]
[-0.42895322 -0.03518026]
[-0.46583382 -0.0368806 ]
[-0.50414549 -0.03831167]
[-0.54360298 -0.03945749]
[-0.58391053 -0.04030755]
[-0.6227682  -0.03885767]
[-0.65989303 -0.03712483]
[-0.6970239  -0.03713087]
[-0.73391196 -0.03688807]
[-0.77032527 -0.03641331]
[-0.80405253 -0.03372726]
[-0.83491591 -0.03086338]
[-0.86476935 -0.02985344]
[-0.89348794 -0.02871859]
[-0.91996765 -0.02647971]
[-0.94412727 -0.02415962]
[-0.96490546 -0.02077819]
[-0.98225944 -0.01735398]
[-0.99716072 -0.01490127]
[-1.0095901  -0.01242939]
[-1.02053539 -0.01094528]
[-1.02998866 -0.00945328]
[-1.03594527 -0.00595661]
[-1.0394033  -0.00345803]
[-1.04036201e+00 -9.58714328e-04]
[-1.03982125e+00  5.40760039e-04]
[-1.03778111  0.00204015]
[-1.03424196  0.00353915]
[-1.02920469  0.00503726]
[-1.02267107  0.00653362]
[-1.01464422  0.00802686]
[-1.00312927  0.01151494]
[-0.98813614  0.01499313]
[-0.97068215  0.01745399]
[-0.95079374  0.01988841]
[-0.92850916  0.02228459]
[-0.90388138  0.02462777]
[-0.87698114  0.02690024]
[-0.84689983  0.03008131]
[-0.81375644  0.03314339]
[-0.77870147  0.03505497]
[-0.74191459  0.03678687]
[-0.70360493  0.03830967]
[-0.66300988  0.04059504]
[-0.62039947  0.04261041]
[-0.57707322  0.04332626]
[-0.53334762  0.0437256 ]
[-0.49054892  0.0427987 ]
[-0.44699769  0.04355123]
[-0.40301592  0.04398177]
[-0.36091893  0.04209699]
[-0.32099417  0.03992476]
[-0.2834971   0.03749707]
[-0.24664907  0.03684803]
[-0.21064729  0.03600177]
[-0.17766272  0.03298457]
[-0.14683138  0.03083134]
[-0.1172614   0.02956999]
[-0.08903831  0.02822309]
[-0.06322657  0.02581175]
[-0.03986998  0.02335658]
[-0.01999554  0.01987445]
[-0.0036166   0.01637894]
[0.01026249 0.01387909]
[0.02164277 0.01138027]
[0.03052831 0.00888554]
[0.03692433 0.00639602]
[0.04083567 0.00391134]
[0.04326575 0.00243008]
[0.04421686 0.00095111]
[ 0.04168993 -0.00252693]
[ 0.03668253 -0.0050074 ]
[ 0.02919025 -0.00749228]
[ 0.01820755 -0.0109827 ]
[ 0.00372858 -0.01447897]
[-0.01225023 -0.01597881]
[-0.02972736 -0.01747713]
[-0.04969455 -0.01996719]
[-0.07213401 -0.02243946]
[-0.09801516 -0.02588115]
[-0.12728901 -0.02927385]
[-0.15988278 -0.03259377]
[-0.19469445 -0.03481167]
[-0.23159166 -0.03689721]
[-0.27140937 -0.03981771]
[-0.31194315 -0.04053378]
[-0.35295981 -0.04101666]
[-0.39420109 -0.04124128]
[-0.43738866 -0.04318757]
[-0.48121563 -0.04382697]
[-0.52535961 -0.04414398]
[-0.56949039 -0.04413078]
[-0.61427806 -0.04478768]
[-0.659394   -0.04511594]
[-0.70251941 -0.04312541]
[-0.74436644 -0.04184702]
[-0.78467612 -0.04030969]
[-0.82422188 -0.03954575]
[-0.86280641 -0.03858453]
[-0.89826379 -0.03545738]
[-0.93046659 -0.0322028 ]
[-0.96032112 -0.02985453]
[-0.98776008 -0.02743896]
[-1.01273867 -0.0249786 ]
[-1.03623062 -0.02349194]
[-1.05822392 -0.0219933 ]
[-1.07671858 -0.01849467]
[-1.09172305 -0.01500446]
[-1.10324978 -0.01152673]
[-1.11131177 -0.008062  ]
[-1.11691987 -0.0056081 ]
[-1.12008246 -0.00316259]
[-1.11980457e+00  2.77887604e-04]
[-1.11608576  0.00371881]
[-1.10892014  0.00716562]
[-1.10029726  0.00862288]
[-1.09020604  0.01009123]
[-1.07763559  0.01257045]
[-1.06257556  0.01506003]
[-1.04601819  0.01655737]
[-1.02796084  0.01805735]
[-1.00840764  0.01955319]
[-0.98537136  0.02303628]
[-0.95887796  0.0264934 ]
[-0.92897179  0.02990616]
[-0.89772123  0.03125056]
[-0.86521785  0.03250338]
[-0.83157787  0.03363998]
[-0.79494293  0.03663493]
[-0.75549034  0.03945259]
[-0.7154355   0.04005485]
[-0.67501999  0.0404155 ]
[-0.63250749  0.04251251]
[-0.58819262  0.04431487]
[-0.54339632  0.04479629]
[-0.49845164  0.04494469]
[-0.45269537  0.04575626]
[-0.40646688  0.04622849]
[-0.36109891  0.04536797]
[-0.31690199  0.04419692]
[-0.27415784  0.04274415]
[-0.23311472  0.04104312]
[-0.19498475  0.03812996]
[-0.15993913  0.03504562]
[-0.12611121  0.03382792]
[-0.09360649  0.03250472]
[-0.06450385  0.02910265]
[-0.03685454  0.02764931]
[-0.01068997  0.02616457]
[0.01397589 0.02466586]
[0.03614395 0.02216806]
[0.05582669 0.01968274]
[0.07404441 0.01821772]
[0.09082355 0.01677914]
[0.10619492 0.01537137]
[0.1201921  0.01399717]
[0.13085004 0.01065794]
[0.13819813 0.0073481 ]
[0.14325803 0.0050599 ]
[0.14604528 0.00278725]
[0.14756867 0.00152339]
[0.14783307 0.0002644 ]
[ 0.14483933 -0.00299374]
[ 0.1385779  -0.00626142]
[ 0.13002943 -0.00854847]
[ 0.11916877 -0.01086066]
[ 0.10596617 -0.01320259]
[ 0.08938884 -0.01657733]
[ 0.06940087 -0.01998798]
[ 0.04796688 -0.02143399]
[ 0.02505874 -0.02290815]
[-0.00034235 -0.02540108]
[-0.02824343 -0.02790108]
[-0.05963555 -0.03139211]
[-0.09448776 -0.03485221]
[-0.1317402  -0.03725244]
[-0.17129992 -0.03955972]
[-0.21303673 -0.04173681]
[-0.25778011 -0.04474337]
[-0.30531243 -0.04753233]
[-0.35536738 -0.05005495]
[-0.40763118 -0.0522638 ]
[-0.46074729 -0.05311611]
[-0.513332   -0.05258471]
[-0.5669937 -0.0536617]
[-0.62133086 -0.05433716]
[-0.67394548 -0.05261462]
[-0.72447035 -0.05052487]
[-0.77257822 -0.04810787]
[-0.81998761 -0.04740938]
[-0.86645562 -0.04646802]
[-0.91078223 -0.04432661]
[-0.95281529 -0.04203306]
[-0.9914479  -0.03863261]
[-1.02661538 -0.03516749]
[-1.05828764 -0.03167225]
[-1.08746127 -0.02917364]
[-1.11415313 -0.02669185]
[-1.13939525 -0.02524212]
[-1.16323239 -0.02383714]
[-1.18571947 -0.02248709]
[-1.2  0. ]
[-1.1977581  0.0022419]
[-1.19326692  0.00449118]
[-1.18551196  0.00775497]
[-1.17446914  0.01104281]
[-1.16110635  0.01336279]
[-1.14438812  0.01671823]
[-1.12427541  0.02011272]
[-1.10072923  0.02354618]
[-1.07371522  0.02701401]
[-1.04420912  0.0295061 ]
[-1.01220312  0.032006  ]
[-0.97771089  0.03449224]
[-0.93977277  0.03793811]
[-0.90046337  0.03930941]
[-0.8598923   0.04057107]
[-0.81720564  0.04268666]
[-0.77159082  0.04561481]
[-0.72328296  0.04830786]
[-0.67456545  0.04871751]
[-0.625754    0.04881145]
[-0.57718833  0.04856568]
[-0.52722246  0.04996587]
[-0.47622941  0.05099305]
[-0.42659044  0.04963897]
[-0.37666881  0.04992163]
[-0.32681381  0.049855  ]
[-0.27735045  0.04946336]
[-0.23057049  0.04677996]
[-0.18671592  0.04385457]
[-0.14497929  0.04173663]
[-0.10550991  0.03946939]
[-0.06841632  0.03709358]
[-0.03477026  0.03364606]
[-0.00461062  0.03015965]
[0.02204927 0.02665989]
[0.04621462 0.02416535]
[0.06790397 0.02168934]
[0.086145   0.01824104]
[0.10096906 0.01482406]
[0.11440694 0.01343788]
[0.12649062 0.01208369]
[0.13725216 0.01076154]
[0.14572265 0.00847049]
[0.15092825 0.0052056 ]
[0.15288577 0.00195752]
[0.15360167 0.0007159 ]
[ 0.15307833 -0.00052334]
[ 0.14931402 -0.00376432]
[ 0.14229635 -0.00701767]
[ 0.13300304 -0.00929331]
[ 0.12240611 -0.01059693]
[ 0.11047586 -0.01193025]
[ 0.09518166 -0.0152942 ]
[ 0.07648869 -0.01869297]
[ 0.05436125 -0.02212744]
[ 0.02876698 -0.02559427]
[-0.00031798 -0.02908496]
[-0.03090294 -0.03058496]
[-0.06297717 -0.03207423]
[-0.09750691 -0.03452974]
[-0.13443045 -0.03692354]
[-0.17265343 -0.03822298]
[-0.21204848 -0.03939505]
[-0.25445451 -0.04240603]
[-0.29966683 -0.04521232]
[-0.34643513 -0.0467683 ]
[-0.39447048 -0.04803535]
[-0.44345025 -0.04897977]
[-0.49202536 -0.04857511]
[-0.53983692 -0.04781155]
[-0.58752673 -0.04768982]
[-0.63474002 -0.04721329]
[-0.68113511 -0.04639509]
[-0.72739218 -0.04625706]
[-0.77321425 -0.04582207]
[-0.81833433 -0.04512008]
[-0.86252088 -0.04418655]
[-0.9055814  -0.04306052]
[-0.94736417 -0.04178277]
[-0.98775824 -0.04039406]
[-1.02569194 -0.0379337 ]
[-1.06113084 -0.0354389 ]
[-1.09307193 -0.03194109]
[-1.12153665 -0.02846472]
[-1.14856329 -0.02702664]
[-1.17420464 -0.02564134]
[-1.19752527 -0.02332063]
[-1.2  0. ]
[-1.1987581  0.0012419]
[-1.19627021  0.0024879 ]
[-1.19052817  0.00574203]
[-1.18151372  0.00901446]
[-1.17019949  0.01131423]
[-1.15755355  0.01264594]
[-1.14354336  0.01401018]
[-1.12713689  0.01640648]
[-1.10930195  0.01783493]
[-1.08801029  0.02129167]
[-1.06323733  0.02477295]
[-1.03496728  0.02827006]
[-1.0031989   0.03176838]
[-0.96795227  0.03524663]
[-0.92927596  0.03867631]
[-0.88725446  0.0420215 ]
[-0.84301528  0.04423918]
[-0.79673063  0.04628465]
[-0.74761914  0.04911148]
[-0.69595116  0.05166798]
[-0.64304736  0.05290379]
[-0.58926675  0.05378061]
[-0.53499682  0.05426994]
[-0.48064141  0.05435541]
[-0.42660729  0.05403412]
[-0.37329039  0.0533169 ]
[-0.32006298  0.05322741]
[-0.26726899  0.05279399]
[-0.21521351  0.05205547]
[-0.16415483  0.05105868]
[-0.11629907  0.04785576]
[-0.06979269  0.04650638]
[-0.0247317   0.04506098]
[0.01683616 0.04156786]
[0.0549072  0.03807105]
[0.09151209 0.03660489]
[0.1267106  0.03519851]
[0.15958758 0.03287697]
[0.18924563 0.02965806]
[0.21579589 0.02655026]
[0.24135199 0.0255561 ]
[0.26503528 0.02368329]
[0.28696805 0.02193277]
[0.30627144 0.01930339]
[0.32305791 0.01678648]
[0.33942944 0.01637153]
[0.35548891 0.01605947]
[0.37034032 0.01485142]
[0.38408237 0.01374205]
[0.39580833 0.01172596]
[0.40559917 0.00979084]
[0.41552338 0.00992421]
[0.42565115 0.01012777]
[0.43505484 0.00940369]
[0.44380223 0.00874739]
[0.45095685 0.00715462]
[0.45657096 0.00561411]
[0.46268573 0.00611478]
[0.4693462  0.00666047]
[0.47560157 0.00625537]
[0.4814982  0.00589663]
[0.48607992 0.00458172]
[0.48938084 0.00330092]
[0.49342557 0.00404473]
[0.49824431 0.00481874]
[0.50287308 0.00462877]
----
[-0.40484103 -0.00087813]
[-0.40659111 -0.00175009]
[-0.41020085 -0.00360974]
[-0.41564476 -0.00544391]
[-0.42288425 -0.00723949]
[-0.42986765 -0.0069834 ]
[-0.43654481 -0.00667716]
[-0.44386748 -0.00732267]
[-0.45178244 -0.00791497]
[-0.46123188 -0.00944943]
[-0.47214634 -0.01091446]
[-0.48444516 -0.01229882]
[-0.49603696 -0.0115918 ]
[-0.50683523 -0.01079828]
[-0.51775919 -0.01092395]
[-0.52872693 -0.01096775]
[-0.54065622 -0.01192929]
[-0.55245763 -0.01180141]
[-0.56404287 -0.01158524]
[-0.57432552 -0.01028265]
[-0.58322919 -0.00890367]
[-0.59268801 -0.00945882]
[-0.60263237 -0.00994436]
[-0.61198951 -0.00935714]
[-0.62069146 -0.00870195]
[-0.62867548 -0.00798401]
[-0.6348844  -0.00620892]
[-0.6392741 -0.0043897]
[-0.64381354 -0.00453944]
[-0.64847079 -0.00465725]
[-0.65121326 -0.00274246]
[-0.65302182 -0.00180856]
[-0.65388391 -0.0008621 ]
[-0.65279356  0.00109035]
[-0.65175833  0.00103524]
[-0.6507854   0.00097292]
[-0.64788156  0.00290385]
[-0.64306704  0.00481452]
[-0.63737556  0.00569147]
[-0.62984724  0.00752832]
[-0.62053547  0.00931176]
[-0.60950689  0.01102858]
[-0.5988411   0.01066579]
[-0.58661578  0.01222532]
[-0.57292064  0.01369514]
[-0.55885693  0.01406371]
[-0.54452928  0.01432765]
[-0.52904476  0.01548453]
[-0.51251939  0.01652537]
[-0.4950771   0.01744229]
[-0.47884846  0.01622864]
[-0.46395445  0.01489402]
[-0.44950538  0.01444907]
[-0.43560745  0.01389793]
[-0.42136181  0.01424563]
[-0.40687099  0.01449082]
[-0.39223784  0.01463315]
[-0.3795646   0.01267324]
[-0.36893831  0.01062629]
[-0.3594308   0.00950751]
[-0.35110537  0.00832543]
[-0.34301667  0.0080887 ]
[-0.33721706  0.00579961]
[-0.3337436   0.00347346]
[-0.3326183   0.00112529]
[-0.33184827  0.00077003]
[-0.33143836  0.00040992]
[-3.31391134e-01  4.72219222e-05]
[-0.3327069  -0.00131577]
[-0.33537738 -0.00267047]
[-0.33938568 -0.00400831]
[-0.34570633 -0.00632064]
[-0.35429873 -0.0085924 ]
[-0.36310699 -0.00880826]
[-0.37207297 -0.00896598]
[-0.38213665 -0.01006368]
[-0.39322974 -0.01109309]
[-0.40627586 -0.01304612]
[-0.42118384 -0.01490799]
[-0.43784791 -0.01666407]
[-0.45514804 -0.01730013]
[-0.47295796 -0.01780991]
[-0.49114621 -0.01818826]
[-0.51057748 -0.01943127]
[-0.53110638 -0.0205289 ]
[-0.55057898 -0.0194726 ]
[-0.56984945 -0.01927047]
[-0.58877415 -0.0189247 ]
[-0.60821315 -0.01943899]
[-0.62802433 -0.01981118]
[-0.64706507 -0.01904074]
[-0.66520083 -0.01813577]
[-0.68330624 -0.01810541]
[-0.70125915 -0.01795291]
[-0.7169418  -0.01568265]
[-0.73025432 -0.01331253]
[-0.74211433 -0.01186001]
[-0.75245036 -0.01033603]
[-0.76220169 -0.00975134]
[-0.77131246 -0.00911077]
[-0.77873171 -0.00741926]
[-0.78441891 -0.00568719]
[-0.78734354 -0.00292463]
[-0.78949011 -0.00214657]
[-7.89847350e-01 -3.57239897e-04]
[-0.78841339  0.00143396]
[-0.78419574  0.00421765]
[-0.77721671  0.00697903]
[-0.76851383  0.00870288]
[-0.75913496  0.00937887]
[-0.74913294  0.01000202]
[-0.73656555  0.01256739]
[-0.72150738  0.01505817]
[-0.70505058  0.0164568 ]
[-0.68729911  0.01775147]
[-0.66836865  0.01893046]
